domain,NS,IP
CHAT,v2n1.nic.CHAT.,2a01:8840:fb::42
CHAT,v0n3.nic.CHAT.,2a01:8840:fa::42
CHAT,v0n0.nic.CHAT.,2a01:8840:22::42
CHAT,v0n1.nic.CHAT.,2a01:8840:23::42
CHRISTMAS,b.nic.CHRISTMAS.,2a04:2b00:13cc::1:153
CHRISTMAS,c.nic.CHRISTMAS.,2a04:2b00:13ee::153
CHRISTMAS,d.nic.CHRISTMAS.,2a04:2b00:13ff::153
CHRISTMAS,a.nic.CHRISTMAS.,2001:67c:13cc::1:153
CD,pch.nic.CD.,204.61.216.139
CD,gransy-anycast1.nic.CD.,185.38.108.108
CD,gransy-anycast2.nic.CD.,185.28.194.194
CD,gransy-anycast2.nic.CD.,
CI,phloem.uoregon.edu.,128.223.32.35
CI,ci.hosting.nic.fr.,192.134.0.49
CI,ns-ci.afrinic.net.,196.216.168.30
CI,ns.nic.CI.,196.49.0.84
CI,ns.nic.CI.,
CI,any.nic.CI.,2001:500:14:6120:ad::1
CHROME,ns-tld5.charlestonroadregistry.com.,2001:4860:4805::69
CHROME,ns-tld4.charlestonroadregistry.com.,2001:4860:4802:38::69
CHROME,ns-tld1.charlestonroadregistry.com.,2001:4860:4802:32::69
CHROME,ns-tld3.charlestonroadregistry.com.,2001:4860:4802:36::69
CHROME,ns-tld2.charlestonroadregistry.com.,2001:4860:4802:34::69
CHURCH,v0n2.nic.CHURCH.,2a01:8840:1c::39
CHURCH,v0n3.nic.CHURCH.,2a01:8840:f6::39
CHURCH,v2n0.nic.CHURCH.,2a01:8840:1d::39
CHURCH,v2n1.nic.CHURCH.,2a01:8840:f7::39
CHURCH,v0n0.nic.CHURCH.,2a01:8840:1a::39
CHURCH,v0n1.nic.CHURCH.,2a01:8840:1b::39
CISCO,b.nic.CISCO.,2001:dcd:2::9
CISCO,c.nic.CISCO.,2001:dcd:3::9
CISCO,ns3.dns.nic.CISCO.,2610:a1:1073::2c
CISCO,a.nic.CISCO.,2001:dcd:1::9
CISCO,ns1.dns.nic.CISCO.,2610:a1:1071::2c
CISCO,ns2.dns.nic.CISCO.,2610:a1:1072::2c
CITI,c.nic.CITI.,2001:dcd:3::9
CITI,b.nic.CITI.,2001:dcd:2::9
CITI,a.nic.CITI.,2001:dcd:1::9
CITI,ns1.dns.nic.CITI.,2610:a1:1071::d5
CITI,ns3.dns.nic.CITI.,2610:a1:1073::d5
CITI,ns2.dns.nic.CITI.,2610:a1:1072::d5
CIPRIANI,a2.nic.CIPRIANI.,2a01:8840:e9::41
CIPRIANI,a0.nic.CIPRIANI.,2a01:8840:e6::41
CIPRIANI,c0.nic.CIPRIANI.,2a01:8840:e8::41
CIPRIANI,b0.nic.CIPRIANI.,2a01:8840:e7::41
CIRCLE,dns2.nic.CIRCLE.,2401:fd80:402::64
CIRCLE,dnsb.nic.CIRCLE.,2001:502:2eda::3
CIRCLE,dns1.nic.CIRCLE.,2a01:618:402::64
CIRCLE,dnsa.nic.CIRCLE.,2001:502:ad09::3
CIRCLE,dns4.nic.CIRCLE.,2401:fd80:406::64
CIRCLE,dnsd.nic.CIRCLE.,2610:a1:1010::3
CIRCLE,dns3.nic.CIRCLE.,2a01:618:406::64
CIRCLE,dnsc.nic.CIRCLE.,2610:a1:1009::3
CITADEL,a0.nic.CITADEL.,2a01:8840:6e::33
CITADEL,b0.nic.CITADEL.,2a01:8840:6f::33
CITADEL,a2.nic.CITADEL.,2a01:8840:71::33
CITADEL,c0.nic.CITADEL.,2a01:8840:70::33
CITY,v2n0.nic.CITY.,2a01:8840:1d::4
CITY,v2n1.nic.CITY.,2a01:8840:f7::4
CITY,v0n1.nic.CITY.,2a01:8840:1b::4
CITY,v0n2.nic.CITY.,2a01:8840:1c::4
CITY,v0n3.nic.CITY.,2a01:8840:f6::4
CITY,v0n0.nic.CITY.,2a01:8840:1a::4
CLICK,ns01.trs-dns.com.,64.96.1.1
CLICK,ns01.trs-dns.net.,64.96.2.1
CLICK,ns01.trs-dns.net.,
CLICK,ns01.trs-dns.org.,2620:10a:80aa::3
CLICK,ns01.trs-dns.info.,2620:10a:80ab::3
CLEANING,v2n1.nic.CLEANING.,2a01:8840:f5::27
CLEANING,v0n1.nic.CLEANING.,2a01:8840:17::27
CLEANING,v0n0.nic.CLEANING.,2a01:8840:16::27
CLEANING,v2n0.nic.CLEANING.,2a01:8840:19::27
CLEANING,v0n2.nic.CLEANING.,2a01:8840:18::27
CLEANING,v0n3.nic.CLEANING.,2a01:8840:f4::27
CLOUD,ns01.trs-dns.info.,185.159.198.3
CLOUD,ns01.trs-dns.com.,64.96.1.1
CLOUD,ns01.trs-dns.net.,64.96.2.1
CLOUD,ns01.trs-dns.org.,185.159.197.3
CLOUD,ns01.trs-dns.org.,2620:10a:80aa::3
CLAIMS,v2n0.nic.CLAIMS.,2a01:8840:19::60
CLAIMS,v0n2.nic.CLAIMS.,2a01:8840:18::60
CLAIMS,v0n3.nic.CLAIMS.,2a01:8840:f4::60
CLAIMS,v2n1.nic.CLAIMS.,2a01:8840:f5::60
CLAIMS,v0n1.nic.CLAIMS.,2a01:8840:17::60
CLAIMS,v0n0.nic.CLAIMS.,2a01:8840:16::60
CL,c.nic.CL.,2001:1398:275:0:200:16:112:16
CL,a.nic.CL.,2001:1398:121:0:190:124:27:10
CL,cl-ns.anycast.pch.net.,2001:500:14:6030:ad::1
CL,cl1.dnsnode.net.,2001:67c:1010:8::53
CL,b.nic.CL.,2001:1398:274:0:200:7:4:7
CL,cl1-tld.d-zone.ca.,2620:10a:80aa::56
CL,cl2-tld.d-zone.ca.,2620:10a:80ab::56
CLINIQUE,b0.nic.CLINIQUE.,2a01:8840:33::41
CLINIQUE,a2.nic.CLINIQUE.,2a01:8840:35::41
CLINIQUE,c0.nic.CLINIQUE.,2a01:8840:34::41
CLINIQUE,a0.nic.CLINIQUE.,2a01:8840:32::41
CITIC,b.zdnscloud.com.,203.99.25.1
CITIC,c.zdnscloud.com.,203.99.26.1
CITIC,d.zdnscloud.com.,203.99.27.1
CITIC,f.zdnscloud.com.,116.169.54.111
CITIC,g.zdnscloud.com.,223.72.199.37
CITIC,i.zdnscloud.com.,
CITIC,j.zdnscloud.com.,
CITIC,a.zdnscloud.com.,203.99.24.1
CITIC,a.zdnscloud.com.,
CLINIC,v2n1.nic.CLINIC.,2a01:8840:fb::47
CLINIC,v0n0.nic.CLINIC.,2a01:8840:22::47
CLINIC,v0n1.nic.CLINIC.,2a01:8840:23::47
CLINIC,v0n2.nic.CLINIC.,2a01:8840:24::47
CLINIC,v0n3.nic.CLINIC.,2a01:8840:fa::47
CLINIC,v2n0.nic.CLINIC.,2a01:8840:25::47
CLOTHING,v2n1.nic.CLOTHING.,2a01:8840:f7::13
CLOTHING,v0n3.nic.CLOTHING.,2a01:8840:f6::13
CLOTHING,v0n0.nic.CLOTHING.,2a01:8840:1a::13
CLOTHING,v2n0.nic.CLOTHING.,2a01:8840:1d::13
CLOTHING,v0n2.nic.CLOTHING.,2a01:8840:1c::13
CLOTHING,v0n1.nic.CLOTHING.,2a01:8840:1b::13
CLUB,ns2.dns.nic.CLUB.,2610:a1:1072::d7
CLUB,ns3.dns.nic.CLUB.,2610:a1:1073::d7
CLUB,b.nic.CLUB.,2001:dcd:2::10
CLUB,ns1.dns.nic.CLUB.,2610:a1:1071::d7
CLUB,c.nic.CLUB.,2001:dcd:3::10
CLUB,a.nic.CLUB.,2001:dcd:1::10
COLLEGE,c.nic.COLLEGE.,2a04:2b00:13ee::44
COLLEGE,d.nic.COLLEGE.,2a04:2b00:13ff::44
COLLEGE,a.nic.COLLEGE.,2001:67c:13cc::1:44
COLLEGE,b.nic.COLLEGE.,2a04:2b00:13cc::1:44
CO,ns1.cctld.CO.,2001:dcd:1::14
CO,ns7.cctld.CO.,2610:a1:3180::53
CO,ns2.cctld.CO.,2001:dcd:2::14
CO,ns8.cctld.CO.,2610:a1:3280::53
CO,ns6.cctld.CO.,2610:a1:1012::21
CO,ns5.cctld.CO.,2610:a1:1011::21
CO,ns3.cctld.CO.,2001:dcd:3::14
CO,ns4.cctld.CO.,2610:a1:1010::21
CLUBMED,v0n1.nic.CLUBMED.,2a01:8840:6b::12
CLUBMED,v0n2.nic.CLUBMED.,2a01:8840:6c::12
CLUBMED,v0n3.nic.CLUBMED.,2a01:8840:108::12
CLUBMED,v0n0.nic.CLUBMED.,2a01:8840:6a::12
CLUBMED,v2n1.nic.CLUBMED.,2a01:8840:109::12
CLUBMED,v2n0.nic.CLUBMED.,2a01:8840:6d::12
CODES,v0n2.nic.CODES.,2a01:8840:24::43
CODES,v0n0.nic.CODES.,2a01:8840:22::43
CODES,v0n3.nic.CODES.,2a01:8840:fa::43
CODES,v2n1.nic.CODES.,2a01:8840:fb::43
CODES,v2n0.nic.CODES.,2a01:8840:25::43
CODES,v0n1.nic.CODES.,2a01:8840:23::43
COACH,v0n2.nic.COACH.,2a01:8840:24::41
COACH,v2n1.nic.COACH.,2a01:8840:fb::41
COACH,v0n0.nic.COACH.,2a01:8840:22::41
COACH,v2n0.nic.COACH.,2a01:8840:25::41
COACH,v0n3.nic.COACH.,2a01:8840:fa::41
COACH,v0n1.nic.COACH.,2a01:8840:23::41
COFFEE,v0n0.nic.COFFEE.,2a01:8840:1e::41
COFFEE,v0n3.nic.COFFEE.,2a01:8840:f8::41
COFFEE,v0n1.nic.COFFEE.,2a01:8840:1f::41
COFFEE,v0n2.nic.COFFEE.,2a01:8840:20::41
COFFEE,v2n0.nic.COFFEE.,2a01:8840:21::41
COFFEE,v2n1.nic.COFFEE.,2a01:8840:f9::41
CK,parau.oyster.net.CK.,202.65.32.128
CK,poiparau.oyster.net.CK.,202.65.32.127
CK,downstage.mcs.vuw.ac.nz.,130.195.6.10
CK,circa.mcs.vuw.ac.nz.,130.195.5.12
CK,circa.mcs.vuw.ac.nz.,
COMMBANK,c.nic.COMMBANK.,2001:dcd:3::9
COMMBANK,b.nic.COMMBANK.,2001:dcd:2::9
COMMBANK,a.nic.COMMBANK.,2001:dcd:1::9
COMMBANK,z.nic.COMMBANK.,2610:a1:1076::1:82
COMMBANK,y.nic.COMMBANK.,2610:a1:1075::1:82
COMMBANK,x.nic.COMMBANK.,2610:a1:1074::1:82
CN,ns.cernet.net.,2001:250:c006::44
CN,ns.cernet.net.,2001:dd9::44
CN,a.dns.CN.,2001:dc7::1
CN,b.dns.CN.,2001:dc7:1::1
CN,c.dns.CN.,2001:dc7:2::1
CN,d.dns.CN.,2001:dc7:1000::1
CN,e.dns.CN.,2001:dc7:3::1
COMMUNITY,v0n1.nic.COMMUNITY.,2a01:8840:1b::10
COMMUNITY,v0n0.nic.COMMUNITY.,2a01:8840:1a::10
COMMUNITY,v0n2.nic.COMMUNITY.,2a01:8840:1c::10
COMMUNITY,v0n3.nic.COMMUNITY.,2a01:8840:f6::10
COMMUNITY,v2n0.nic.COMMUNITY.,2a01:8840:1d::10
COMMUNITY,v2n1.nic.COMMUNITY.,2a01:8840:f7::10
CM,ns.itu.ch.,156.106.192.121
CM,ns1.nic.CM.,195.24.205.60
CM,ns2.nic.CM.,195.24.205.61
CM,auth02.ns.uu.net.,198.6.1.82
CM,auth02.ns.uu.net.,
CM,ns-cm.nic.fr.,2001:678:c::1
CM,phloem.uoregon.edu.,2001:468:d01:20::80df:2023
CM,ns-cm.afrinic.net.,2001:43f8:120::67
COLOGNE,dns.ryce-rsp.com.,2001:678:e:114::53
COLOGNE,ns1.dns.business.,2a01:4f8:252:4295::9d5a:cd8a
COLOGNE,ns1.ryce-rsp.com.,2a0c:8f40:0:701::111
COMPARE,a.nic.COMPARE.,2001:dcd:1::9
COMPARE,c.nic.COMPARE.,2001:dcd:3::9
COMPARE,b.nic.COMPARE.,2001:dcd:2::9
COMPARE,z.nic.COMPARE.,2610:a1:1076::1:82
COMPARE,y.nic.COMPARE.,2610:a1:1075::1:82
COMPARE,x.nic.COMPARE.,2610:a1:1074::1:82
COMSEC,ac2.nstld.com.,2001:500:121::30
COMSEC,ac1.nstld.com.,2001:500:120::30
COMSEC,ac3.nstld.com.,2001:500:122::30
COMSEC,ac4.nstld.com.,2001:500:123::30
COMPANY,v0n2.nic.COMPANY.,2a01:8840:1c::36
COMPANY,v2n1.nic.COMPANY.,2a01:8840:f7::36
COMPANY,v0n0.nic.COMPANY.,2a01:8840:1a::36
COMPANY,v0n3.nic.COMPANY.,2a01:8840:f6::36
COMPANY,v0n1.nic.COMPANY.,2a01:8840:1b::36
COMPANY,v2n0.nic.COMPANY.,2a01:8840:1d::36
COMPUTER,v2n1.nic.COMPUTER.,2a01:8840:f9::19
COMPUTER,v0n1.nic.COMPUTER.,2a01:8840:1f::19
COMPUTER,v0n2.nic.COMPUTER.,2a01:8840:20::19
COMPUTER,v0n3.nic.COMPUTER.,2a01:8840:f8::19
COMPUTER,v2n0.nic.COMPUTER.,2a01:8840:21::19
COMPUTER,v0n0.nic.COMPUTER.,2a01:8840:1e::19
COM,m.gtld-servers.net.,2001:501:b1f9::30
COM,b.gtld-servers.net.,2001:503:231d::2:30
COM,f.gtld-servers.net.,2001:503:d414::30
COM,j.gtld-servers.net.,2001:502:7094::30
COM,h.gtld-servers.net.,2001:502:8cc::30
COM,a.gtld-servers.net.,2001:503:a83e::2:30
COM,l.gtld-servers.net.,2001:500:d937::30
COM,g.gtld-servers.net.,2001:503:eea3::30
COM,i.gtld-servers.net.,2001:503:39c1::30
COM,k.gtld-servers.net.,2001:503:d2d::30
COM,c.gtld-servers.net.,2001:503:83eb::30
COM,e.gtld-servers.net.,2001:502:1ca1::30
COM,d.gtld-servers.net.,2001:500:856e::30
CONDOS,v2n0.nic.CONDOS.,2a01:8840:19::63
CONDOS,v0n0.nic.CONDOS.,2a01:8840:16::63
CONDOS,v2n1.nic.CONDOS.,2a01:8840:f5::63
CONDOS,v0n2.nic.CONDOS.,2a01:8840:18::63
CONDOS,v0n3.nic.CONDOS.,2a01:8840:f4::63
CONDOS,v0n1.nic.CONDOS.,2a01:8840:17::63
CONSTRUCTION,v2n0.nic.CONSTRUCTION.,2a01:8840:19::50
CONSTRUCTION,v0n1.nic.CONSTRUCTION.,2a01:8840:17::50
CONSTRUCTION,v0n0.nic.CONSTRUCTION.,2a01:8840:16::50
CONSTRUCTION,v0n2.nic.CONSTRUCTION.,2a01:8840:18::50
CONSTRUCTION,v0n3.nic.CONSTRUCTION.,2a01:8840:f4::50
CONSTRUCTION,v2n1.nic.CONSTRUCTION.,2a01:8840:f5::50
CONSULTING,v0n1.nic.CONSULTING.,2a01:8840:1b::65
CONSULTING,v2n0.nic.CONSULTING.,2a01:8840:1d::65
CONSULTING,v2n1.nic.CONSULTING.,2a01:8840:f7::65
CONSULTING,v0n0.nic.CONSULTING.,2a01:8840:1a::65
CONSULTING,v0n2.nic.CONSULTING.,2a01:8840:1c::65
CONSULTING,v0n3.nic.CONSULTING.,2a01:8840:f6::65
COOP,ns01.trs-dns.com.,64.96.1.1
COOP,ns01.trs-dns.net.,64.96.2.1
COOP,ns01.trs-dns.net.,
COOP,ns01.trs-dns.info.,2620:10a:80ab::3
COOP,ns01.trs-dns.org.,2620:10a:80aa::3
CONTRACTORS,v2n1.nic.CONTRACTORS.,2a01:8840:f7::56
CONTRACTORS,v0n2.nic.CONTRACTORS.,2a01:8840:1c::56
CONTRACTORS,v2n0.nic.CONTRACTORS.,2a01:8840:1d::56
CONTRACTORS,v0n0.nic.CONTRACTORS.,2a01:8840:1a::56
CONTRACTORS,v0n1.nic.CONTRACTORS.,2a01:8840:1b::56
CONTRACTORS,v0n3.nic.CONTRACTORS.,2a01:8840:f6::56
COOKING,y.nic.COOKING.,2610:a1:1075::1:82
COOKING,a.nic.COOKING.,2001:dcd:1::10
COOKING,c.nic.COOKING.,2001:dcd:3::10
COOKING,z.nic.COOKING.,2610:a1:1076::1:82
COOKING,b.nic.COOKING.,2001:dcd:2::10
COOKING,x.nic.COOKING.,2610:a1:1074::1:82
CORSICA,f.ext.nic.fr.,2001:67c:1010:11::53
CORSICA,d.nic.fr.,2001:678:c::1
CORSICA,g.ext.nic.fr.,2001:678:4c::1
COUNTRY,ns01.trs-dns.org.,185.159.197.3
COUNTRY,ns01.trs-dns.net.,64.96.2.1
COUNTRY,ns01.trs-dns.net.,
COUNTRY,ns01.trs-dns.com.,2620:57:4001::1
COUNTRY,ns01.trs-dns.info.,2620:10a:80ab::3
COOL,v0n3.nic.COOL.,2a01:8840:f6::38
COOL,v2n0.nic.COOL.,2a01:8840:1d::38
COOL,v2n1.nic.COOL.,2a01:8840:f7::38
COOL,v0n0.nic.COOL.,2a01:8840:1a::38
COOL,v0n1.nic.COOL.,2a01:8840:1b::38
COOL,v0n2.nic.COOL.,2a01:8840:1c::38
CONTACT,v0n2.nic.CONTACT.,2a01:8840:1c::34
CONTACT,v2n0.nic.CONTACT.,2a01:8840:1d::34
CONTACT,v2n1.nic.CONTACT.,2a01:8840:f7::34
CONTACT,v0n1.nic.CONTACT.,2a01:8840:1b::34
CONTACT,v0n3.nic.CONTACT.,2a01:8840:f6::34
CONTACT,v0n0.nic.CONTACT.,2a01:8840:1a::34
COURSES,z.nic.COURSES.,2610:a1:1076::1:82
COURSES,c.nic.COURSES.,2001:dcd:3::9
COURSES,b.nic.COURSES.,2001:dcd:2::9
COURSES,y.nic.COURSES.,2610:a1:1075::1:82
COURSES,x.nic.COURSES.,2610:a1:1074::1:82
COURSES,a.nic.COURSES.,2001:dcd:1::9
COUPON,c.nic.COUPON.,2001:dcd:3::10
COUPON,ns2.dns.nic.COUPON.,2610:a1:1072::d9
COUPON,ns1.dns.nic.COUPON.,2610:a1:1071::d9
COUPON,b.nic.COUPON.,2001:dcd:2::10
COUPON,ns3.dns.nic.COUPON.,2610:a1:1073::d9
COUPON,a.nic.COUPON.,2001:dcd:1::10
CREDITUNION,ns01.trs-dns.org.,185.159.197.3
CREDITUNION,ns01.trs-dns.info.,185.159.198.3
CREDITUNION,ns01.trs-dns.com.,64.96.1.1
CREDITUNION,ns01.trs-dns.net.,64.96.2.1
CREDITUNION,ns01.trs-dns.net.,
CPA,z.nic.CPA.,2610:a1:1076::1:82
CPA,y.nic.CPA.,2610:a1:1075::1:82
CPA,x.nic.CPA.,2610:a1:1074::1:82
CPA,b.nic.CPA.,2001:dcd:2::9
CPA,a.nic.CPA.,2001:dcd:1::9
CPA,c.nic.CPA.,2001:dcd:3::9
COUPONS,v0n1.nic.COUPONS.,2a01:8840:1b::29
COUPONS,v0n2.nic.COUPONS.,2a01:8840:1c::29
COUPONS,v0n3.nic.COUPONS.,2a01:8840:f6::29
COUPONS,v2n0.nic.COUPONS.,2a01:8840:1d::29
COUPONS,v2n1.nic.COUPONS.,2a01:8840:f7::29
COUPONS,v0n0.nic.COUPONS.,2a01:8840:1a::29
CREDITCARD,v0n1.nic.CREDITCARD.,2a01:8840:17::65
CREDITCARD,v0n0.nic.CREDITCARD.,2a01:8840:16::65
CREDITCARD,v0n2.nic.CREDITCARD.,2a01:8840:18::65
CREDITCARD,v0n3.nic.CREDITCARD.,2a01:8840:f4::65
CREDITCARD,v2n0.nic.CREDITCARD.,2a01:8840:19::65
CREDITCARD,v2n1.nic.CREDITCARD.,2a01:8840:f5::65
CRICKET,ns3.dns.nic.CRICKET.,2610:a1:1073::dc
CRICKET,a.nic.CRICKET.,2001:dcd:1::10
CRICKET,b.nic.CRICKET.,2001:dcd:2::10
CRICKET,c.nic.CRICKET.,2001:dcd:3::10
CRICKET,ns1.dns.nic.CRICKET.,2610:a1:1071::dc
CRICKET,ns2.dns.nic.CRICKET.,2610:a1:1072::dc
CROWN,a.ns.nic.CROWN.,2620:10a:80aa::5
CROWN,b.ns.nic.CROWN.,2620:10a:80ab::5
CROWN,c.ns.nic.CROWN.,2a0e:dbc0::101
CROWN,d.ns.nic.CROWN.,2620:10a:80ac::5
CREDIT,v0n0.nic.CREDIT.,2a01:8840:22::54
CREDIT,v0n2.nic.CREDIT.,2a01:8840:24::54
CREDIT,v2n1.nic.CREDIT.,2a01:8840:fb::54
CREDIT,v0n1.nic.CREDIT.,2a01:8840:23::54
CREDIT,v0n3.nic.CREDIT.,2a01:8840:fa::54
CREDIT,v2n0.nic.CREDIT.,2a01:8840:25::54
CR,a.lactld.org.,2801:14:a000::10
CR,de.nic.CR.,2001:678:e:107::53
CR,p.nic.CR.,2001:500:14:6089:ad::1
CR,dns.nic.CR.,2001:13c7:7004:1::d100
CR,ca1.nic.CR.,2620:10a:80aa::100
CR,ca2.nic.CR.,2620:10a:80ab::100
CRS,a0.nic.CRS.,2a01:8840:6e::25
CRS,c0.nic.CRS.,2a01:8840:70::25
CRS,b0.nic.CRS.,2a01:8840:6f::25
CRS,a2.nic.CRS.,2a01:8840:71::25
CX,ns.anycast.nic.CX.,204.61.216.16
CX,ns2.anycastdns.cz.,185.28.194.194
CX,ns2.anycastdns.cz.,
CX,ns1.anycastdns.cz.,2a00:fea0:dead::beef
CRUISES,v0n0.nic.CRUISES.,2a01:8840:1a::30
CRUISES,v0n1.nic.CRUISES.,2a01:8840:1b::30
CRUISES,v2n0.nic.CRUISES.,2a01:8840:1d::30
CRUISES,v0n3.nic.CRUISES.,2a01:8840:f6::30
CRUISES,v0n2.nic.CRUISES.,2a01:8840:1c::30
CRUISES,v2n1.nic.CRUISES.,2a01:8840:f7::30
CUISINELLA,x.nic.CUISINELLA.,2610:a1:1074::1:82
CUISINELLA,b.nic.CUISINELLA.,2001:dcd:2::9
CUISINELLA,z.nic.CUISINELLA.,2610:a1:1076::1:82
CUISINELLA,a.nic.CUISINELLA.,2001:dcd:1::9
CUISINELLA,y.nic.CUISINELLA.,2610:a1:1075::1:82
CUISINELLA,c.nic.CUISINELLA.,2001:dcd:3::9
CYOU,b.nic.CYOU.,2a04:2b00:13cc::1:120
CYOU,c.nic.CYOU.,2a04:2b00:13ee::120
CYOU,d.nic.CYOU.,2a04:2b00:13ff::120
CYOU,a.nic.CYOU.,2001:67c:13cc::1:120
CRUISE,c0.nic.CRUISE.,2a01:8840:bc::25
CRUISE,a2.nic.CRUISE.,2a01:8840:bd::25
CRUISE,a0.nic.CRUISE.,2a01:8840:ba::25
CRUISE,b0.nic.CRUISE.,2a01:8840:bb::25
DAD,ns-tld5.charlestonroadregistry.com.,2001:4860:4805::69
DAD,ns-tld4.charlestonroadregistry.com.,2001:4860:4802:38::69
DAD,ns-tld1.charlestonroadregistry.com.,2001:4860:4802:32::69
DAD,ns-tld3.charlestonroadregistry.com.,2001:4860:4802:36::69
DAD,ns-tld2.charlestonroadregistry.com.,2001:4860:4802:34::69
CU,ns2.ceniai.net.CU.,169.158.128.88
CU,ns.dns.br.,200.160.0.5
CU,ns.ceniai.net.CU.,169.158.128.136
CU,cu.cctld.authdns.ripe.net.,193.0.9.70
CU,ns2.gip.net.,204.59.1.222
CU,rip.psg.com.,147.28.0.39
CU,rip.psg.com.,2001:418:1::39
CYMRU,dns1.nic.CYMRU.,2a01:618:403::3
CYMRU,dnsd.nic.CYMRU.,2610:a1:1010::3
CYMRU,dns3.nic.CYMRU.,2a01:618:407::3
CYMRU,dns4.nic.CYMRU.,2401:fd80:407::3
CYMRU,dns2.nic.CYMRU.,2401:fd80:403::3
CYMRU,dnsb.nic.CYMRU.,2001:502:2eda::3
CYMRU,dnsa.nic.CYMRU.,2001:502:ad09::3
CYMRU,dnsc.nic.CYMRU.,2610:a1:1009::3
CY,cynic4.dns.CY.,194.42.29.16
CY,estia.ics.forth.gr.,139.91.191.3
CY,ns4.apnic.net.,202.12.31.53
CY,cy-ns.anycast.pch.net.,204.61.216.44
CY,ns31.rcode0.net.,194.0.25.31
CY,cynic6.dns.CY.,194.42.29.5
CY,cynic6.dns.CY.,
DATSUN,l.gmoregistry.net.,37.209.198.4
DATSUN,a.gmoregistry.net.,37.209.192.4
DATSUN,b.gmoregistry.net.,37.209.194.4
DATSUN,k.gmoregistry.net.,37.209.196.4
DATSUN,k.gmoregistry.net.,
DATE,ns2.dns.nic.DATE.,2610:a1:1072::2e
DATE,ns3.dns.nic.DATE.,2610:a1:1073::2e
DATE,a.nic.DATE.,2001:dcd:1::10
DATE,b.nic.DATE.,2001:dcd:2::10
DATE,c.nic.DATE.,2001:dcd:3::10
DATE,ns1.dns.nic.DATE.,2610:a1:1071::2e
DANCE,v0n0.nic.DANCE.,2a01:8840:1a::50
DANCE,v0n1.nic.DANCE.,2a01:8840:1b::50
DANCE,v0n2.nic.DANCE.,2a01:8840:1c::50
DANCE,v0n3.nic.DANCE.,2a01:8840:f6::50
DANCE,v2n0.nic.DANCE.,2a01:8840:1d::50
DANCE,v2n1.nic.DANCE.,2a01:8840:f7::50
CV,ns.dns.CV.,41.221.192.220
CV,ns.dns.CV.,
CV,anyc.dnsnode.net.,2a01:3f1:3032:8001::135
CV,cv01.dns.pt.,2a04:6d80::18
CV,c.dns.pt.,2001:500:14:6105:ad::1
DABUR,b0.nic.DABUR.,2a01:8840:af::25
DABUR,a2.nic.DABUR.,2a01:8840:b1::25
DABUR,c0.nic.DABUR.,2a01:8840:b0::25
DABUR,a0.nic.DABUR.,2a01:8840:ae::25
DAY,ns-tld1.charlestonroadregistry.com.,2001:4860:4802:32::69
DAY,ns-tld5.charlestonroadregistry.com.,2001:4860:4805::69
DAY,ns-tld4.charlestonroadregistry.com.,2001:4860:4802:38::69
DAY,ns-tld3.charlestonroadregistry.com.,2001:4860:4802:36::69
DAY,ns-tld2.charlestonroadregistry.com.,2001:4860:4802:34::69
DATA,b0.nic.DATA.,2a01:8840:5f::25
DATA,c0.nic.DATA.,2a01:8840:60::25
DATA,a2.nic.DATA.,2a01:8840:61::25
DATA,a0.nic.DATA.,2a01:8840:5e::25
CZ,a.ns.nic.CZ.,2001:678:f::1
CZ,b.ns.nic.CZ.,2001:678:10::1
CZ,c.ns.nic.CZ.,2001:678:11::1
CZ,d.ns.nic.CZ.,2001:678:1::1
DATING,v0n1.nic.DATING.,2a01:8840:1f::28
DATING,v0n2.nic.DATING.,2a01:8840:20::28
DATING,v0n3.nic.DATING.,2a01:8840:f8::28
DATING,v2n0.nic.DATING.,2a01:8840:21::28
DATING,v2n1.nic.DATING.,2a01:8840:f9::28
DATING,v0n0.nic.DATING.,2a01:8840:1e::28
DCLK,ns-tld2.charlestonroadregistry.com.,2001:4860:4802:34::69
DCLK,ns-tld3.charlestonroadregistry.com.,2001:4860:4802:36::69
DCLK,ns-tld5.charlestonroadregistry.com.,2001:4860:4805::69
DCLK,ns-tld1.charlestonroadregistry.com.,2001:4860:4802:32::69
DCLK,ns-tld4.charlestonroadregistry.com.,2001:4860:4802:38::69
DEALER,d.nic.DEALER.,2a04:2b00:13ff::138
DEALER,b.nic.DEALER.,2a04:2b00:13cc::1:138
DEALER,c.nic.DEALER.,2a04:2b00:13ee::138
DEALER,a.nic.DEALER.,2001:67c:13cc::1:138
DDS,z.nic.DDS.,2610:a1:1076::1:82
DDS,b.nic.DDS.,2001:dcd:2::10
DDS,c.nic.DDS.,2001:dcd:3::10
DDS,y.nic.DDS.,2610:a1:1075::1:82
DDS,x.nic.DDS.,2610:a1:1074::1:82
DDS,a.nic.DDS.,2001:dcd:1::10
DELIVERY,v0n0.nic.DELIVERY.,2a01:8840:1e::48
DELIVERY,v0n1.nic.DELIVERY.,2a01:8840:1f::48
DELIVERY,v2n0.nic.DELIVERY.,2a01:8840:21::48
DELIVERY,v0n3.nic.DELIVERY.,2a01:8840:f8::48
DELIVERY,v0n2.nic.DELIVERY.,2a01:8840:20::48
DELIVERY,v2n1.nic.DELIVERY.,2a01:8840:f9::48
DE,l.de.net.,2001:668:1f:11::105
DE,n.de.net.,2001:67c:1011:1::53
DE,s.de.net.,2003:8:14::53
