domain,NS,IP
PROPERTY,ns01.trs-dns.com.,64.96.1.1
PROPERTY,ns01.trs-dns.org.,185.159.197.3
PROPERTY,ns01.trs-dns.net.,64.96.2.1
PROPERTY,ns01.trs-dns.info.,185.159.198.3
PROGRESSIVE,c0.nic.PROGRESSIVE.,65.22.202.33
PROGRESSIVE,b0.nic.PROGRESSIVE.,65.22.201.33
PROGRESSIVE,a0.nic.PROGRESSIVE.,65.22.200.33
PROGRESSIVE,a2.nic.PROGRESSIVE.,65.22.203.33
PROPERTIES,v0n0.nic.PROPERTIES.,65.22.20.46
PROPERTIES,v0n3.nic.PROPERTIES.,161.232.10.46
PROPERTIES,v0n1.nic.PROPERTIES.,65.22.21.46
PROPERTIES,v0n2.nic.PROPERTIES.,65.22.22.46
PROPERTIES,v2n1.nic.PROPERTIES.,161.232.11.46
PROPERTIES,v2n0.nic.PROPERTIES.,65.22.23.46
PRUDENTIAL,c.nic.PRUDENTIAL.,37.209.196.9
PRUDENTIAL,ns1.dns.nic.PRUDENTIAL.,156.154.144.142
PRUDENTIAL,ns2.dns.nic.PRUDENTIAL.,156.154.145.142
PRUDENTIAL,ns3.dns.nic.PRUDENTIAL.,156.154.159.142
PRUDENTIAL,a.nic.PRUDENTIAL.,37.209.192.9
PRUDENTIAL,b.nic.PRUDENTIAL.,37.209.194.9
PROMO,a0.nic.PROMO.,65.22.244.9
PROMO,a2.nic.PROMO.,65.22.247.9
PROMO,b0.nic.PROMO.,65.22.245.9
PROMO,c0.nic.PROMO.,65.22.246.9
PRODUCTIONS,v0n1.nic.PRODUCTIONS.,65.22.29.16
PRODUCTIONS,v2n0.nic.PRODUCTIONS.,65.22.31.16
PRODUCTIONS,v0n3.nic.PRODUCTIONS.,161.232.14.16
PRODUCTIONS,v0n2.nic.PRODUCTIONS.,65.22.30.16
PRODUCTIONS,v2n1.nic.PRODUCTIONS.,161.232.15.16
PRODUCTIONS,v0n0.nic.PRODUCTIONS.,65.22.28.16
PW,ns6.nic.PW.,212.18.249.12
PW,ns2.nic.PW.,185.24.64.12
PW,ns5.nic.PW.,212.18.248.12
PW,ns1.nic.PW.,194.169.218.12
QPON,c.nic.QPON.,212.18.248.128
QPON,d.nic.QPON.,212.18.249.128
QPON,a.nic.QPON.,194.169.218.128
QPON,b.nic.QPON.,185.24.64.128
QUEBEC,anycast9.irondns.net.,195.253.64.11
QUEBEC,anycast24.irondns.net.,195.253.65.12
QUEBEC,anycast10.irondns.net.,195.253.64.12
QUEBEC,anycast23.irondns.net.,195.253.65.11
QUEST,a-cnic.nic.QUEST.,194.169.218.19
QUEST,d-cnic.nic.QUEST.,212.18.249.19
QUEST,b-cnic.nic.QUEST.,185.24.64.19
QUEST,c-cnic.nic.QUEST.,212.18.248.19
PT,b.dns.PT.,194.0.25.23
PT,ns2.nic.fr.,192.93.0.4
PT,ns.dns.br.,200.160.0.5
PT,h.dns.PT.,194.146.106.138
PT,c.dns.PT.,204.61.216.105
PT,d.dns.PT.,185.39.210.1
PT,g.dns.PT.,193.136.2.226
PT,a.dns.PT.,185.39.208.1
PT,e.dns.PT.,193.136.192.64
RACING,b.nic.RACING.,37.209.194.10
RACING,c.nic.RACING.,37.209.196.10
RACING,ns1.dns.nic.RACING.,156.154.169.33
RACING,ns2.dns.nic.RACING.,156.154.170.33
RACING,ns3.dns.nic.RACING.,156.154.171.33
RACING,a.nic.RACING.,37.209.192.10
PY,b.dns.PY.,200.160.0.5
PY,u.dns.PY.,198.6.1.65
PY,p.dns.PY.,204.61.216.107
PY,l.dns.PY.,200.0.68.10
PY,c.dns.PY.,130.59.31.30
PUB,v0n1.nic.PUB.,65.22.29.7
PUB,v2n1.nic.PUB.,161.232.15.7
PUB,v0n0.nic.PUB.,65.22.28.7
PUB,v2n0.nic.PUB.,65.22.31.7
PUB,v0n2.nic.PUB.,65.22.30.7
PUB,v0n3.nic.PUB.,161.232.14.7
RADIO,anycast10.irondns.net.,195.253.64.12
RADIO,anycast23.irondns.net.,195.253.65.11
RADIO,anycast9.irondns.net.,195.253.64.11
RADIO,anycast24.irondns.net.,195.253.65.12
PS,fork.sth.dnsnode.net.,77.72.229.254
PS,bilal.pnina.PS.,168.119.39.120
PS,ps-ns.anycast.pch.net.,204.61.216.29
PS,ps.cctld.authdns.ripe.net.,193.0.9.105
PS,ns1.pnina.PS.,194.6.225.20
PS,ote.pnina.PS.,208.64.68.60
PS,rip.psg.com.,147.28.0.39
PS,dns1.gov.PS.,213.244.86.68
PWC,a2.nic.PWC.,65.22.83.9
PWC,b0.nic.PWC.,65.22.81.9
PWC,a0.nic.PWC.,65.22.80.9
PWC,c0.nic.PWC.,65.22.82.9
RE,d.nic.fr.,194.0.9.1
RE,e.ext.nic.fr.,193.176.144.22
RE,f.ext.nic.fr.,194.146.106.46
RE,g.ext.nic.fr.,194.0.36.1
REALTY,ns01.trs-dns.info.,185.159.198.3
REALTY,ns01.trs-dns.org.,185.159.197.3
REALTY,ns01.trs-dns.net.,64.96.2.1
REALTY,ns01.trs-dns.com.,64.96.1.1
RECIPES,v0n2.nic.RECIPES.,65.22.26.54
RECIPES,v0n1.nic.RECIPES.,65.22.25.54
RECIPES,v2n0.nic.RECIPES.,65.22.27.54
RECIPES,v2n1.nic.RECIPES.,161.232.13.54
RECIPES,v0n3.nic.RECIPES.,161.232.12.54
RECIPES,v0n0.nic.RECIPES.,65.22.24.54
REALESTATE,dnsb.nic.REALESTATE.,156.154.101.3
REALESTATE,dnsc.nic.REALESTATE.,156.154.102.3
REALESTATE,dnsd.nic.REALESTATE.,156.154.103.3
REALESTATE,dns1.nic.REALESTATE.,213.248.219.123
REALESTATE,dns2.nic.REALESTATE.,103.49.83.123
REALESTATE,dns3.nic.REALESTATE.,213.248.223.123
REALESTATE,dns4.nic.REALESTATE.,43.230.51.123
REALESTATE,dnsa.nic.REALESTATE.,156.154.100.3
READ,dns2.nic.READ.,103.49.82.76
READ,dns3.nic.READ.,213.248.222.76
READ,dnsd.nic.READ.,156.154.103.3
READ,dnsc.nic.READ.,156.154.102.3
READ,dnsb.nic.READ.,156.154.101.3
READ,dnsa.nic.READ.,156.154.100.3
READ,dns4.nic.READ.,43.230.50.76
READ,dns1.nic.READ.,213.248.218.76
RED,b0.nic.RED.,65.22.37.25
RED,c0.nic.RED.,65.22.38.25
RED,a0.nic.RED.,65.22.36.25
RED,a2.nic.RED.,65.22.39.25
REDUMBRELLA,a0.nic.REDUMBRELLA.,65.22.200.1
REDUMBRELLA,a2.nic.REDUMBRELLA.,65.22.203.1
REDUMBRELLA,b0.nic.REDUMBRELLA.,65.22.201.1
REDUMBRELLA,c0.nic.REDUMBRELLA.,65.22.202.1
REALTOR,dns3.nic.REALTOR.,213.248.223.122
REALTOR,dns4.nic.REALTOR.,43.230.51.122
REALTOR,dnsa.nic.REALTOR.,156.154.100.3
REALTOR,dnsb.nic.REALTOR.,156.154.101.3
REALTOR,dnsc.nic.REALTOR.,156.154.102.3
REALTOR,dnsd.nic.REALTOR.,156.154.103.3
REALTOR,dns1.nic.REALTOR.,213.248.219.122
REALTOR,dns2.nic.REALTOR.,103.49.83.122
REIT,c.nic.REIT.,212.18.248.38
REIT,d.nic.REIT.,212.18.249.38
REIT,a.nic.REIT.,194.169.218.38
REIT,b.nic.REIT.,185.24.64.38
REDSTONE,j.zdnscloud.com.,
REDSTONE,a.zdnscloud.com.,203.99.24.1
REDSTONE,b.zdnscloud.com.,203.99.25.1
REDSTONE,c.zdnscloud.com.,203.99.26.1
REDSTONE,d.zdnscloud.com.,203.99.27.1
REDSTONE,f.zdnscloud.com.,116.169.54.111
REDSTONE,g.zdnscloud.com.,223.72.199.37
REDSTONE,i.zdnscloud.com.,
RENT,d.nic.RENT.,212.18.249.63
RENT,b.nic.RENT.,185.24.64.63
RENT,a.nic.RENT.,194.169.218.63
RENT,c.nic.RENT.,212.18.248.63
REISE,v0n1.nic.REISE.,65.22.29.63
REISE,v2n1.nic.REISE.,161.232.15.63
REISE,v0n2.nic.REISE.,65.22.30.63
REISE,v2n0.nic.REISE.,65.22.31.63
REISE,v0n3.nic.REISE.,161.232.14.63
REISE,v0n0.nic.REISE.,65.22.28.63
REHAB,v0n0.nic.REHAB.,65.22.28.61
REHAB,v2n1.nic.REHAB.,161.232.15.61
REHAB,v0n2.nic.REHAB.,65.22.30.61
REHAB,v0n1.nic.REHAB.,65.22.29.61
REHAB,v2n0.nic.REHAB.,65.22.31.61
REHAB,v0n3.nic.REHAB.,161.232.14.61
REISEN,v0n2.nic.REISEN.,65.22.30.54
REISEN,v2n1.nic.REISEN.,161.232.15.54
REISEN,v0n3.nic.REISEN.,161.232.14.54
REISEN,v2n0.nic.REISEN.,65.22.31.54
REISEN,v0n0.nic.REISEN.,65.22.28.54
REISEN,v0n1.nic.REISEN.,65.22.29.54
RELIANCE,b0.nic.RELIANCE.,65.22.109.25
RELIANCE,c0.nic.RELIANCE.,65.22.110.25
RELIANCE,a0.nic.RELIANCE.,65.22.108.25
RELIANCE,a2.nic.RELIANCE.,65.22.111.25
REN,a.zdnscloud.com.,203.99.24.1
REN,b.zdnscloud.com.,203.99.25.1
REN,c.zdnscloud.com.,203.99.26.1
REN,d.zdnscloud.com.,203.99.27.1
REN,f.zdnscloud.com.,116.169.54.111
REN,g.zdnscloud.com.,223.72.199.37
REN,i.zdnscloud.com.,
REN,j.zdnscloud.com.,
RENTALS,v0n1.nic.RENTALS.,65.22.33.14
RENTALS,v2n1.nic.RENTALS.,161.232.17.14
RENTALS,v0n0.nic.RENTALS.,65.22.32.14
RENTALS,v2n0.nic.RENTALS.,65.22.35.14
RENTALS,v0n2.nic.RENTALS.,65.22.34.14
RENTALS,v0n3.nic.RENTALS.,161.232.16.14
REPAIR,v0n1.nic.REPAIR.,65.22.33.18
REPAIR,v0n3.nic.REPAIR.,161.232.16.18
REPAIR,v2n0.nic.REPAIR.,65.22.35.18
REPAIR,v2n1.nic.REPAIR.,161.232.17.18
REPAIR,v0n2.nic.REPAIR.,65.22.34.18
REPAIR,v0n0.nic.REPAIR.,65.22.32.18
PG,ns1.tiare.net.PG.,
PG,ns.UU.NET.,137.39.1.3
PG,munnari.oz.au.,202.29.151.3
PG,ns1.unitech.ac.PG.,202.1.32.49
REST,ns01.trs-dns.org.,185.159.197.3
REST,ns01.trs-dns.info.,185.159.198.3
REST,ns01.trs-dns.com.,64.96.1.1
REST,ns01.trs-dns.net.,64.96.2.1
REVIEW,b.nic.REVIEW.,37.209.194.10
REVIEW,c.nic.REVIEW.,37.209.196.10
REVIEW,ns1.dns.nic.REVIEW.,156.154.169.35
REVIEW,ns2.dns.nic.REVIEW.,156.154.170.35
REVIEW,ns3.dns.nic.REVIEW.,156.154.171.35
REVIEW,a.nic.REVIEW.,37.209.192.10
RICOH,l.gmoregistry.net.,37.209.198.4
RICOH,k.gmoregistry.net.,37.209.196.4
RICOH,a.gmoregistry.net.,37.209.192.4
RICOH,b.gmoregistry.net.,37.209.194.4
REPORT,v0n3.nic.REPORT.,161.232.14.18
REPORT,v0n0.nic.REPORT.,65.22.28.18
REPORT,v0n2.nic.REPORT.,65.22.30.18
REPORT,v0n1.nic.REPORT.,65.22.29.18
REPORT,v2n1.nic.REPORT.,161.232.15.18
REPORT,v2n0.nic.REPORT.,65.22.31.18
REPUBLICAN,v2n1.nic.REPUBLICAN.,161.232.11.32
REPUBLICAN,v2n0.nic.REPUBLICAN.,65.22.23.32
REPUBLICAN,v0n2.nic.REPUBLICAN.,65.22.22.32
REPUBLICAN,v0n1.nic.REPUBLICAN.,65.22.21.32
REPUBLICAN,v0n0.nic.REPUBLICAN.,65.22.20.32
REPUBLICAN,v0n3.nic.REPUBLICAN.,161.232.10.32
RESTAURANT,v0n1.nic.RESTAURANT.,65.22.29.49
RESTAURANT,v2n0.nic.RESTAURANT.,65.22.31.49
RESTAURANT,v0n3.nic.RESTAURANT.,161.232.14.49
RESTAURANT,v0n2.nic.RESTAURANT.,65.22.30.49
RESTAURANT,v0n0.nic.RESTAURANT.,65.22.28.49
RESTAURANT,v2n1.nic.RESTAURANT.,161.232.15.49
REVIEWS,v0n1.nic.REVIEWS.,65.22.33.12
REVIEWS,v0n2.nic.REVIEWS.,65.22.34.12
REVIEWS,v0n3.nic.REVIEWS.,161.232.16.12
REVIEWS,v2n0.nic.REVIEWS.,65.22.35.12
REVIEWS,v2n1.nic.REVIEWS.,161.232.17.12
REVIEWS,v0n0.nic.REVIEWS.,65.22.32.12
RICH,a2.nic.RICH.,65.22.139.17
RICH,a0.nic.RICH.,65.22.136.17
RICH,c0.nic.RICH.,65.22.138.17
RICH,b0.nic.RICH.,65.22.137.17
REXROTH,c0.nic.REXROTH.,65.22.114.65
REXROTH,a0.nic.REXROTH.,65.22.112.65
REXROTH,b0.nic.REXROTH.,65.22.113.65
REXROTH,a2.nic.REXROTH.,65.22.115.65
RICHARDLI,a0.nic.RICHARDLI.,65.22.136.33
RICHARDLI,a2.nic.RICHARDLI.,65.22.139.33
RICHARDLI,b0.nic.RICHARDLI.,65.22.137.33
RICHARDLI,c0.nic.RICHARDLI.,65.22.138.33
RIL,c0.nic.RIL.,65.22.182.17
RIL,a0.nic.RIL.,65.22.180.17
RIL,a2.nic.RIL.,65.22.183.17
RIL,b0.nic.RIL.,65.22.181.17
RIO,a.dns.br.,200.219.148.10
RIO,c.dns.br.,200.192.233.10
RIO,e.dns.br.,200.229.248.10
RIO,d.dns.br.,200.219.154.10
RIO,f.dns.br.,200.219.159.10
RIO,b.dns.br.,200.189.41.10
ROCKS,v2n1.nic.ROCKS.,161.232.17.35
ROCKS,v0n1.nic.ROCKS.,65.22.33.35
ROCKS,v0n3.nic.ROCKS.,161.232.16.35
ROCKS,v0n2.nic.ROCKS.,65.22.34.35
ROCKS,v0n0.nic.ROCKS.,65.22.32.35
ROCKS,v2n0.nic.ROCKS.,65.22.35.35
RIP,v0n0.nic.RIP.,65.22.32.22
RIP,v0n3.nic.RIP.,161.232.16.22
RIP,v2n0.nic.RIP.,65.22.35.22
RIP,v0n1.nic.RIP.,65.22.33.22
RIP,v2n1.nic.RIP.,161.232.17.22
RIP,v0n2.nic.RIP.,65.22.34.22
RODEO,a.nic.RODEO.,37.209.192.10
RODEO,z.nic.RODEO.,156.154.174.82
RODEO,y.nic.RODEO.,156.154.173.82
RODEO,b.nic.RODEO.,37.209.194.10
RODEO,c.nic.RODEO.,37.209.196.10
RODEO,x.nic.RODEO.,156.154.172.82
RSVP,ns-tld1.charlestonroadregistry.com.,216.239.32.105
RSVP,ns-tld3.charlestonroadregistry.com.,216.239.36.105
RSVP,ns-tld5.charlestonroadregistry.com.,216.239.60.105
RSVP,ns-tld4.charlestonroadregistry.com.,216.239.38.105
RSVP,ns-tld2.charlestonroadregistry.com.,216.239.34.105
ROGERS,b0.nic.ROGERS.,65.22.109.33
ROGERS,c0.nic.ROGERS.,65.22.110.33
ROGERS,a0.nic.ROGERS.,65.22.108.33
ROGERS,a2.nic.ROGERS.,65.22.111.33
RUHR,c.nic.RUHR.,212.18.248.155
RUHR,d.nic.RUHR.,212.18.249.155
RUHR,a.nic.RUHR.,194.169.218.155
RUHR,b.nic.RUHR.,185.24.64.155
ROOM,dns1.nic.ROOM.,213.248.218.77
ROOM,dns2.nic.ROOM.,103.49.82.77
ROOM,dns4.nic.ROOM.,43.230.50.77
ROOM,dnsc.nic.ROOM.,156.154.102.3
ROOM,dnsb.nic.ROOM.,156.154.101.3
ROOM,dns3.nic.ROOM.,213.248.222.77
ROOM,dnsd.nic.ROOM.,156.154.103.3
ROOM,dnsa.nic.ROOM.,156.154.100.3
RUGBY,z.nic.RUGBY.,156.154.174.82
RUGBY,a.nic.RUGBY.,37.209.192.10
RUGBY,c.nic.RUGBY.,37.209.196.10
RUGBY,y.nic.RUGBY.,156.154.173.82
RUGBY,x.nic.RUGBY.,156.154.172.82
RUGBY,b.nic.RUGBY.,37.209.194.10
RUN,v0n0.nic.RUN.,65.22.32.40
RUN,v2n0.nic.RUN.,65.22.35.40
RUN,v0n2.nic.RUN.,65.22.34.40
RUN,v0n3.nic.RUN.,161.232.16.40
RUN,v2n1.nic.RUN.,161.232.17.40
RUN,v0n1.nic.RUN.,65.22.33.40
RYUKYU,l.gmoregistry.net.,37.209.198.4
RYUKYU,k.gmoregistry.net.,37.209.196.4
RYUKYU,a.gmoregistry.net.,37.209.192.4
RYUKYU,b.gmoregistry.net.,37.209.194.4
SAARLAND,d.nic.SAARLAND.,212.18.249.97
SAARLAND,b.nic.SAARLAND.,185.24.64.97
SAARLAND,c.nic.SAARLAND.,212.18.248.97
SAARLAND,a.nic.SAARLAND.,194.169.218.97
RS,f.nic.RS.,204.61.216.32
RS,l.nic.RS.,194.146.106.114
RS,h.nic.RS.,91.199.17.60
RS,b.nic.RS.,195.178.32.2
RS,a.nic.RS.,91.199.17.59
RS,g.nic.RS.,147.91.8.6
SAFE,dns4.nic.SAFE.,43.230.50.78
SAFE,dnsa.nic.SAFE.,156.154.100.3
SAFE,dnsb.nic.SAFE.,156.154.101.3
SAFE,dnsc.nic.SAFE.,156.154.102.3
SAFE,dnsd.nic.SAFE.,156.154.103.3
SAFE,dns1.nic.SAFE.,213.248.218.78
SAFE,dns2.nic.SAFE.,103.49.82.78
SAFE,dns3.nic.SAFE.,213.248.222.78
SAFETY,c.nic.SAFETY.,37.209.196.10
SAFETY,a.nic.SAFETY.,37.209.192.10
SAFETY,ns3.dns.nic.SAFETY.,156.154.159.148
SAFETY,ns2.dns.nic.SAFETY.,156.154.145.148
SAFETY,b.nic.SAFETY.,37.209.194.10
SAFETY,ns1.dns.nic.SAFETY.,156.154.144.148
RWE,v0n1.nic.RWE.,65.22.109.18
RWE,v0n0.nic.RWE.,65.22.108.18
RWE,v0n3.nic.RWE.,161.232.32.18
RWE,v2n0.nic.RWE.,65.22.111.18
RWE,v2n1.nic.RWE.,161.232.33.18
RWE,v0n2.nic.RWE.,65.22.110.18
SAKURA,tld2.nic.SAKURA.,117.104.133.18
SAKURA,tld3.nic.SAKURA.,65.22.40.9
SAKURA,tld5.nic.SAKURA.,65.22.40.137
SAKURA,tld1.nic.SAKURA.,103.47.2.3
SALE,v0n1.nic.SALE.,65.22.21.48
SALE,v0n2.nic.SALE.,65.22.22.48
SALE,v2n0.nic.SALE.,65.22.23.48
SALE,v0n0.nic.SALE.,65.22.20.48
SALE,v0n3.nic.SALE.,161.232.10.48
SALE,v2n1.nic.SALE.,161.232.11.48
RU,d.dns.ripn.net.,194.190.124.17
RU,f.dns.ripn.net.,193.232.156.17
RU,b.dns.ripn.net.,194.85.252.62
RU,e.dns.ripn.net.,193.232.142.17
RU,a.dns.ripn.net.,193.232.128.6
SANDVIK,b.nic.SANDVIK.,37.209.194.9
SANDVIK,x.nic.SANDVIK.,156.154.172.82
SANDVIK,a.nic.SANDVIK.,37.209.192.9
SANDVIK,y.nic.SANDVIK.,156.154.173.82
SANDVIK,z.nic.SANDVIK.,156.154.174.82
SANDVIK,c.nic.SANDVIK.,37.209.196.9
SANDVIKCOROMANT,a.nic.SANDVIKCOROMANT.,37.209.192.9
SANDVIKCOROMANT,c.nic.SANDVIKCOROMANT.,37.209.196.9
SANDVIKCOROMANT,b.nic.SANDVIKCOROMANT.,37.209.194.9
SANDVIKCOROMANT,x.nic.SANDVIKCOROMANT.,156.154.172.82
SANDVIKCOROMANT,y.nic.SANDVIKCOROMANT.,156.154.173.82
SANDVIKCOROMANT,z.nic.SANDVIKCOROMANT.,156.154.174.82
SAMSUNG,tld04.akam.net.,23.201.101.96
SAMSUNG,tld01.akam.net.,23.201.98.96
SAMSUNG,ns1.samsung.centralnic-dns.com.,194.169.218.112
SAMSUNG,ns4.samsung.centralnic-dns.com.,212.18.249.112
SAMSUNG,ns2.samsung.centralnic-dns.com.,185.24.64.112
SAMSUNG,tld02.akam.net.,23.201.99.96
SAMSUNG,tld03.akam.net.,23.201.100.96
SAMSUNG,ns3.samsung.centralnic-dns.com.,212.18.248.112
SALON,v2n1.nic.SALON.,161.232.15.58
SALON,v0n0.nic.SALON.,65.22.28.58
SALON,v0n1.nic.SALON.,65.22.29.58
SALON,v0n2.nic.SALON.,65.22.30.58
SALON,v0n3.nic.SALON.,161.232.14.58
SALON,v2n0.nic.SALON.,65.22.31.58
SAMSCLUB,c0.nic.SAMSCLUB.,65.22.114.66
SAMSCLUB,a0.nic.SAMSCLUB.,65.22.112.66
SAMSCLUB,a2.nic.SAMSCLUB.,65.22.115.66
SAMSCLUB,b0.nic.SAMSCLUB.,65.22.113.66
SAP,anycast24.irondns.net.,195.253.65.12
SAP,anycast10.irondns.net.,195.253.64.12
SAP,anycast23.irondns.net.,195.253.65.11
SAP,anycast9.irondns.net.,195.253.64.11
SAS,ns3.dns.nic.SAS.,156.154.171.39
SAS,a.nic.SAS.,37.209.192.9
SAS,b.nic.SAS.,37.209.194.9
SAS,ns2.dns.nic.SAS.,156.154.170.39
SAS,ns1.dns.nic.SAS.,156.154.169.39
SAS,c.nic.SAS.,37.209.196.9
QA,d.registry.QA.,212.77.192.13
QA,h.registry.QA.,178.23.22.60
QA,a.registry.QA.,178.23.16.104
QA,f.registry.QA.,37.209.192.6
QA,i.registry.QA.,204.61.216.62
QA,b.registry.QA.,178.23.17.104
QA,g.registry.QA.,37.209.194.6
QA,e.registry.QA.,178.23.20.60
QA,c.registry.QA.,212.77.192.10
SA,c1.dns.SA.,86.111.192.9
SA,c2.dns.SA.,86.111.196.9
SA,s2.dns.SA.,37.107.255.170
SA,m2.dns.SA.,86.51.28.37
SA,s1.dns.SA.,37.107.223.170
SA,m1.dns.SA.,86.51.77.213
SA,i1.dns.SA.,212.138.118.118
SA,p1.dns.SA.,204.61.216.41
SA,n1.dns.SA.,194.146.106.102
SA,sh1.dns.SA.,213.236.36.92
SARL,v0n3.nic.SARL.,161.232.16.63
SARL,v2n0.nic.SARL.,65.22.35.63
SARL,v2n1.nic.SARL.,161.232.17.63
SARL,v0n2.nic.SARL.,65.22.34.63
SARL,v0n1.nic.SARL.,65.22.33.63
SARL,v0n0.nic.SARL.,65.22.32.63
SB,ns1.anycastdns.cz.,185.38.108.108
SB,ns2.anycastdns.cz.,185.28.194.194
SB,pch.nic.SB.,204.61.216.31
SBS,c.nic.SBS.,212.18.248.127
SBS,a.nic.SBS.,194.169.218.127
SBS,d.nic.SBS.,212.18.249.127
SBS,b.nic.SBS.,185.24.64.127
SANOFI,a0.nic.SANOFI.,65.22.112.67
SANOFI,c0.nic.SANOFI.,65.22.114.67
SANOFI,a2.nic.SANOFI.,65.22.115.67
SANOFI,b0.nic.SANOFI.,65.22.113.67
SCHAEFFLER,m.dns.nic.SCHAEFFLER.,194.0.26.14
SCHAEFFLER,n.dns.nic.SCHAEFFLER.,194.0.24.14
SCHAEFFLER,a.dns.nic.SCHAEFFLER.,194.0.25.34
SAVE,dns3.nic.SAVE.,213.248.222.79
SAVE,dns4.nic.SAVE.,43.230.50.79
SAVE,dnsa.nic.SAVE.,156.154.100.3
SAVE,dnsb.nic.SAVE.,156.154.101.3
SAVE,dnsc.nic.SAVE.,156.154.102.3
SAVE,dnsd.nic.SAVE.,156.154.103.3
SAVE,dns1.nic.SAVE.,213.248.218.79
SAVE,dns2.nic.SAVE.,103.49.82.79
SC,c0.cctld.afilias-nst.info.,199.254.61.1
SC,b2.cctld.afilias-nst.org.,199.249.124.1
SC,b0.cctld.afilias-nst.org.,199.254.60.1
SC,ns1.nic.SC.,41.86.57.54
SC,a2.cctld.afilias-nst.info.,199.249.116.1
SC,a0.cctld.afilias-nst.info.,199.254.59.1
SC,d0.cctld.afilias-nst.org.,199.254.62.1
SCHOLARSHIPS,b0.nic.SCHOLARSHIPS.,65.22.141.17
SCHOLARSHIPS,c0.nic.SCHOLARSHIPS.,65.22.142.17
SCHOLARSHIPS,a0.nic.SCHOLARSHIPS.,65.22.140.17
SCHOLARSHIPS,a2.nic.SCHOLARSHIPS.,65.22.143.17
SBI,a2.nic.SBI.,65.22.179.9
SBI,b0.nic.SBI.,65.22.177.9
SBI,a0.nic.SBI.,65.22.176.9
SBI,c0.nic.SBI.,65.22.178.9
SCHMIDT,a.nic.SCHMIDT.,37.209.192.9
SCHMIDT,b.nic.SCHMIDT.,37.209.194.9
SCHMIDT,c.nic.SCHMIDT.,37.209.196.9
SCHMIDT,x.nic.SCHMIDT.,156.154.172.82
SCHMIDT,y.nic.SCHMIDT.,156.154.173.82
SCHMIDT,z.nic.SCHMIDT.,156.154.174.82
SCHWARZ,c.nic.SCHWARZ.,212.18.248.99
SCHWARZ,b.nic.SCHWARZ.,185.24.64.99
SCHWARZ,a.nic.SCHWARZ.,194.169.218.99
SCHWARZ,d.nic.SCHWARZ.,212.18.249.99
SAXO,v0n2.nic.SAXO.,65.22.110.27
SAXO,v0n3.nic.SAXO.,161.232.32.27
SAXO,v2n0.nic.SAXO.,65.22.111.27
SAXO,v2n1.nic.SAXO.,161.232.33.27
SAXO,v0n0.nic.SAXO.,65.22.108.27
SAXO,v0n1.nic.SAXO.,65.22.109.27
RO,primary.rotld.RO.,192.162.16.18
RO,dns-c.rotld.RO.,194.0.11.113
RO,dns-ro.denic.de.,81.91.161.99
RO,dns-at.rotld.RO.,78.104.145.6
RO,sec-dns-b.rotld.RO.,193.230.31.230
RO,sec-dns-a.rotld.RO.,192.162.16.20
SCHOOL,v0n1.nic.SCHOOL.,65.22.21.43
SCHOOL,v2n0.nic.SCHOOL.,65.22.23.43
SCHOOL,v0n3.nic.SCHOOL.,161.232.10.43
SCHOOL,v0n2.nic.SCHOOL.,65.22.22.43
SCHOOL,v2n1.nic.SCHOOL.,161.232.11.43
SCHOOL,v0n0.nic.SCHOOL.,65.22.20.43
SCOT,anycast9.irondns.net.,195.253.64.11
SCOT,anycast24.irondns.net.,195.253.65.12
SCOT,anycast10.irondns.net.,195.253.64.12
SCOT,anycast23.irondns.net.,195.253.65.11
SCIENCE,b.nic.SCIENCE.,37.209.194.10
SCIENCE,ns3.dns.nic.SCIENCE.,156.154.171.41
SCIENCE,ns2.dns.nic.SCIENCE.,156.154.170.41
SCIENCE,ns1.dns.nic.SCIENCE.,156.154.169.41
SCIENCE,c.nic.SCIENCE.,37.209.196.10
SCIENCE,a.nic.SCIENCE.,37.209.192.10
RW,ns-rw.afrinic.net.,196.216.168.28
RW,fork.sth.dnsnode.net.,77.72.229.254
RW,ans.dnsstudy.africa.,192.96.24.69
RW,ns3.ricta.org.RW.,41.138.85.98
RW,ns1.ricta.org.RW.,196.49.7.188
RW,pch.ricta.org.RW.,204.61.216.91
RW,ns2.ricta.org.RW.,196.49.7.186
SCHULE,v2n1.nic.SCHULE.,161.232.11.68
SCHULE,v0n2.nic.SCHULE.,65.22.22.68
SCHULE,v0n0.nic.SCHULE.,65.22.20.68
SCHULE,v0n1.nic.SCHULE.,65.22.21.68
SCHULE,v2n0.nic.SCHULE.,65.22.23.68
SCHULE,v0n3.nic.SCHULE.,161.232.10.68
SEAT,anycast24.irondns.net.,195.253.65.12
SEAT,anycast10.irondns.net.,195.253.64.12
SEAT,anycast23.irondns.net.,195.253.65.11
SEAT,anycast9.irondns.net.,195.253.64.11
SEARCH,ns-tld2.charlestonroadregistry.com.,216.239.34.105
SEARCH,ns-tld5.charlestonroadregistry.com.,216.239.60.105
SEARCH,ns-tld4.charlestonroadregistry.com.,216.239.38.105
SEARCH,ns-tld3.charlestonroadregistry.com.,216.239.36.105
SEARCH,ns-tld1.charlestonroadregistry.com.,216.239.32.105
SECURITY,f.nic.SECURITY.,212.18.249.68
SECURITY,a.nic.SECURITY.,194.169.218.68
SECURITY,b.nic.SECURITY.,185.24.64.68
SECURITY,e.nic.SECURITY.,212.18.248.68
